dataset,annotation,bootstrap_estimate,bootstrap_error,bt_value,bp_value,bias_corrected_estimate,CI_lo,CI_hi,annotation.y,Class,Description,NCells,Neurotransmitter,Probable_location,Region,LeafOrder,TaxonomyRank1,TaxonomyRank2,TaxonomyRank3,TaxonomyRank4,Comment,TaxonomyRank4_reduced1,tax_order_idx_mb_fig1c,Neurotransmitter_class,Neurotransmitter_class_linnarson,nt.Acetylcholine,nt.Adrenaline,nt.Dopamine,nt.GABA,nt.GLYT1,nt.GLYT2,nt.Missing,nt.Nitric oxide,nt.Noradrenaline,nt.Serotonin,nt.VGLUT1,nt.VGLUT2,nt.VGLUT3,name_clean,category,fdr_significant
mousebrain_all.sem_mean,SYNOR2,-4.595428851173467e-6,1.1152500615953756e-6,-4.1205367382806175,0.9999811004607396,-4.538510251141444e-6,-6.86937173159062e-6,-2.4408951055092287e-6,SYNOR2,Neurons,"Noradrenergic neurons, sympathetic",62,Noradrenaline,Sympathetic ganglion,Sympathetic ganglion,192,Neurons,PNS neurons,Sympathetic neurons,Sympathetic noradrenergic neurons,correspont to NA1 in Furlan et al 2016.,Sympathetic neurons,9,Monoamines,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYNOR2,Neurons,FALSE
mousebrain_all.sem_mean,ENT3,-3.3062289011322785e-6,7.970659760181262e-7,-4.147999037230377,0.999983230309536,-3.3283154977320526e-6,-4.7558989554790575e-6,-1.673870145295605e-6,ENT3,Neurons,Nitrergic enteric neurons,155,Nitric oxide,Myenteric plexus of small intestine,Enteric nervous system,184,Neurons,PNS neurons,Enteric neurons,Enteric neurons,Marklund cluster #2,Enteric neurons,10,Nitric oxide,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ENT3,Neurons,FALSE
mousebrain_all.sem_mean,VECC,-3.7736186501190114e-6,9.04935231954265e-7,-4.170042801814272,0.999984772878156,-3.860881734347933e-6,-5.460780015036931e-6,-1.9765965079836835e-6,VECC,Vascular,"Vascular endothelial cells, capillary",1025,NA,CNS,CNS,259,Vascular cells,Vascular cells,Vascular cells,Vascular endothelial cells,Serpine1 is Plasminogen activator inhibitor-1,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VECC,Vascular,FALSE
mousebrain_all.sem_mean,ACBG,-3.66975518854422e-6,8.797841063739788e-7,-4.171199686328818,0.999984849990455,-3.672683939129518e-6,-5.289792190780229e-6,-1.9855552870362973e-6,ACBG,Astrocytes,Bergmann glia,921,NA,Cerebellum,Cerebellum,237,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACBG,Astrocytes,FALSE
mousebrain_all.sem_mean,SYCHO1,-5.376696897056414e-6,1.2864346197590482e-6,-4.179533739587543,0.9999853946309382,-5.410210282960467e-6,-7.776678593136691e-6,-2.840803261431736e-6,SYCHO1,Neurons,"Cholinergic neurons, sympathetic",15,"Acetylcholine, Noradrenaline",Sympathetic ganglion,Sympathetic ganglion,197,Neurons,PNS neurons,Sympathetic neurons,Sympathetic cholinergic neurons,correspont to Ach1 in Furlan et al 2016.,Sympathetic neurons,9,Monoamines,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,SYCHO1,Neurons,FALSE
mousebrain_all.sem_mean,ENTG3,-3.564669972823915e-6,8.30429228985505e-7,-4.2925632292335125,0.999991168888472,-3.6739248164757e-6,-5.045616859815637e-6,-1.886949686645479e-6,ENTG3,PeripheralGlia,Enteric glia,1135,NA,Enteric nervous system,Enteric nervous system,245,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,Foxd3 positive,Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTG3,PeripheralGlia,FALSE
tabula_muris.sem_mean,Trachea.mesenchymal_cell,-3.930215281305195e-6,9.144037501172669e-7,-4.298118069617681,0.9999913872797923,-3.858466025457275e-6,-5.666187301738269e-6,-2.189977154583431e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachea.mesenchymal_cell,dummy_category,FALSE
mousebrain_all.sem_mean,VLMC1,-3.2581736691440537e-6,7.321444088337164e-7,-4.450178994515883,0.9999957100625272,-3.2845042732200924e-6,-4.739295496614428e-6,-1.845538348341179e-6,VLMC1,Vascular,Vascular leptomeningeal cells,702,NA,CNS,CNS,253,Vascular cells,Vascular cells,Vascular cells,Vascular and leptomeningeal cells,"Enriched in Lama1,Msc,Clo13a1,Col15a1 (neural crest origin is uncertain)",Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLMC1,Vascular,FALSE
mousebrain_all.sem_mean,PVM1,-3.0137168723109478e-6,6.771021452506322e-7,-4.450904333193935,0.9999957245284437,-3.0065734505045536e-6,-4.255663437023074e-6,-1.6832712599508716e-6,PVM1,Immune,Perivascular macrophages,1390,NA,CNS,CNS,261,Immune cells,Immune cells,Immune cells,Perivascular macrophages,nan,Immune/Microglia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PVM1,Immune,FALSE
tabula_muris.sem_mean,Heart.erythrocyte,-4.835457891165918e-6,1.0817224472814372e-6,-4.470146573474825,0.9999960916994677,-4.8729933069919576e-6,-6.8294150442460226e-6,-2.8277432110249394e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.erythrocyte,dummy_category,FALSE
mousebrain_all.sem_mean,PVM2,-3.031357142049177e-6,6.756005526813091e-7,-4.486907433717144,0.999996386777383,-2.98769723761302e-6,-4.334990170873478e-6,-1.7136624964143036e-6,PVM2,Immune,"Perivascular macrophages, activated",639,NA,CNS,CNS,262,Immune cells,Immune cells,Immune cells,Perivascular macrophages,nan,Immune/Microglia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PVM2,Immune,FALSE
tabula_muris.sem_mean,Heart.professional_antigen_presenting_cell,-5.795290669974783e-6,1.2874245510082075e-6,-4.501460427670403,0.9999966255934281,-5.82565041609656e-6,-8.275375394165508e-6,-3.2369802645512796e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.professional_antigen_presenting_cell,dummy_category,FALSE
tabula_muris.sem_mean,Pancreas.leukocyte,-5.6314761537788955e-6,1.2473149128242975e-6,-4.514879198411517,0.9999968323565902,-5.743946413782522e-6,-8.19374474477279e-6,-3.1497199789925133e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas.leukocyte,dummy_category,FALSE
mousebrain_all.sem_mean,ACTE2,-2.8173749595823142e-06,6.223290883897451e-7,-4.5271465084047,0.9999970107253875,-2.8002087672788166e-6,-4.035282257194423e-6,-1.6457590217226437e-6,ACTE2,Astrocytes,"Telencephalon astrocytes, protoplasmic",3973,NA,Telencephalon,Telencephalon,232,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACTE2,Astrocytes,FALSE
mousebrain_all.sem_mean,PER2,-3.343433432895466e-6,7.180262334629474e-7,-4.656422393887366,0.9999983912425873,-3.385838220109206e-6,-4.764077741318336e-6,-1.983848813435822e-6,PER2,Vascular,"Pericytes, possibly mixed with VENC",488,NA,CNS,CNS,258,Vascular cells,Vascular cells,Vascular cells,Pericytes,nan,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PER2,Vascular,FALSE
tabula_muris.sem_mean,Pancreas.pancreatic_ductal_cell,-3.3553653745896574e-6,7.200918099974481e-7,-4.6596355187008,0.9999984161510589,-3.406591730771789e-6,-4.644297652468196e-6,-1.8757640012225906e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pancreas.pancreatic_ductal_cell,dummy_category,FALSE
tabula_muris.sem_mean,Lung.lung_endothelial_cell,-4.063964025823598e-6,8.439947703408544e-7,-4.815153089375579,0.9999992645645822,-4.027730089166162e-6,-5.701887927665646e-6,-2.5260186482859494e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.lung_endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Trachea.blood_cell,-4.683861513577136e-6,9.466597755414156e-7,-4.947777052107588,0.9999996246709172,-4.670164648032166e-6,-6.580903072271228e-6,-2.833356489210195e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trachea.blood_cell,dummy_category,FALSE
mousebrain_all.sem_mean,RGDG,-4.1200637764555195e-6,8.286836637441916e-7,-4.971817300995271,0.999999668359014,-4.18786491123182e-6,-5.682907954763847e-6,-2.4064879896402067e-6,RGDG,Astrocytes,Dentate gyrus radial glia-like cells,327,NA,Dentate gyrus subgranular zone,Dentate gyrus,229,Glia,CNS glia,Astroependymal cells,Dentate gyrus radial glia-like cells,nan,Other CNS glia,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RGDG,Astrocytes,FALSE
tabula_muris.sem_mean,Lung.myeloid_cell,-5.5391050825088276e-6,1.0880837346434849e-6,-5.090697440049261,0.9999998216255582,-5.651639302851495e-6,-7.6181250450029765e-6,-3.401876339439128e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lung.myeloid_cell,dummy_category,FALSE
mousebrain_all.sem_mean,ACMB,-3.6739212221359274e-6,7.051963131809862e-7,-5.209785067598657,0.9999999054702411,-3.726953956361369e-6,-5.017863365354611e-6,-2.2117270452107834e-6,ACMB,Astrocytes,Dorsal midbrain Myoc-expressing astrocyte-like,861,NA,Dorsal midbrain,Midbrain dorsal,236,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACMB,Astrocytes,FALSE
mousebrain_all.sem_mean,ACTE1,-3.4338737002777723e-6,6.569418007771767e-7,-5.227059225361248,0.9999999138863274,-3.5155988206521423e-6,-4.693951911734243e-6,-2.138302570083581e-6,ACTE1,Astrocytes,"Telencephalon astrocytes, fibrous",2974,NA,Telencephalon,Telencephalon,231,Glia,CNS glia,Astroependymal cells,Astrocytes,nan,Astrocytes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ACTE1,Astrocytes,FALSE
mousebrain_all.sem_mean,ENMFB,-4.936243357690941e-6,9.004926443359197e-7,-5.481714246906747,0.9999999789387897,-4.9154429001655794e-6,-6.681676578644046e-6,-3.2522695373052217e-6,ENMFB,Vascular,Enteric mesothelial fibroblasts,49,NA,Enteric nervous system,Enteric nervous system,250,Glia,Neural crest-like glia,Neural crest-like glia,Enteric glia,"lack Vtn,Igf2,Gjb2 (neural crest origin is uncertain)",Enteric glia,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENMFB,Vascular,FALSE
tabula_muris.sem_mean,Heart.leukocyte,-4.734657274006127e-6,8.506440553699784e-7,-5.565967626667113,0.9999999869649178,-4.790740842830941e-6,-6.310514471005807e-6,-3.1683101252242266e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.leukocyte,dummy_category,FALSE
mousebrain_all.sem_mean,PER3,-4.181920670296206e-6,7.308538449417008e-7,-5.7219657517568265,0.9999999947350732,-4.19067065586029e-6,-5.702391834480378e-6,-2.7676482013146425e-6,PER3,Vascular,Pericytes,298,NA,CNS,CNS,255,Vascular cells,Vascular cells,Vascular cells,Vascular smooth muscle cells,merge with 5,Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PER3,Vascular,FALSE
tabula_muris.sem_mean,Heart.endocardial_cell,-4.666373439550296e-6,7.958981793161982e-7,-5.863028162169494,0.9999999977274945,-4.649771197629116e-6,-6.144742323256162e-6,-3.1374461125246973e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.endocardial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Limb_Muscle.mesenchymal_stem_cell,-4.547518962526098e-6,7.545338767980539e-7,-6.026924837124592,0.9999999991644567,-4.617874277123742e-6,-5.983694147450174e-6,-3.0633878016777232e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.mesenchymal_stem_cell,dummy_category,FALSE
tabula_muris.sem_mean,Limb_Muscle.macrophage,-6.501537272534687e-6,1.0260187626509354e-6,-6.336665087621397,0.9999999998826042,-6.474656035227721e-6,-8.347895831701737e-6,-4.4194463563549665e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limb_Muscle.macrophage,dummy_category,FALSE
mousebrain_all.sem_mean,VECA,-4.16410851567425e-6,6.393512859332693e-7,-6.513021256531685,0.999999999963173,-4.15396840355325e-6,-5.439073027654806e-6,-2.8385391396182623e-6,VECA,Vascular,"Vascular endothelial cells, arterial",109,NA,CNS,CNS,254,Vascular cells,Vascular cells,Vascular cells,Vascular smooth muscle cells,"Have low Lum,Dcn,Igf2,Pdgfra. Might be mixed with VSM+VLMC.",Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VECA,Vascular,FALSE
tabula_muris.sem_mean,Mammary_Gland.stromal_cell,-5.174683968517507e-6,7.881310584528532e-7,-6.565765824120306,0.9999999999741169,-5.177372096688675e-6,-6.580764083851675e-6,-3.5906101399555137e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mammary_Gland.stromal_cell,dummy_category,FALSE
tabula_muris.sem_mean,Heart.endothelial_cell,-5.609272071539342e-6,8.524381820662593e-7,-6.5802684459098275,0.99999999997652,-5.719899611426883e-6,-7.204494299005538e-6,-3.83686888444253e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heart.endothelial_cell,dummy_category,FALSE
tabula_muris.sem_mean,Fat.myeloid_cell,-5.997192543126401e-6,9.075145198044988e-7,-6.608370899033489,0.9999999999805714,-6.061625405190601e-6,-7.584236095156272e-6,-4.1833414968226376e-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fat.myeloid_cell,dummy_category,FALSE
mousebrain_all.sem_mean,VLMC2,-3.931558947450305e-6,5.884337110785179e-7,-6.681396516600484,0.9999999999881662,-3.96442035738805e-6,-5.1557732714364074e-6,-2.820450380839559e-6,VLMC2,Vascular,Vascular leptomeningeal cells,662,NA,Olfactory bulb-enriched,CNS,252,Vascular cells,Vascular cells,Vascular cells,Vascular and leptomeningeal cells,"Enriched in Crapbp2,Slc13a3,Ptgds,Slc13a4,Aldh1a2 (neural crest origin is uncertain)",Vascular,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VLMC2,Vascular,FALSE
